start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
285.01117142857146,285.2085410430839,57,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.73253197278916,284.91829160997736,55,79,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1
284.44228253968254,284.6744820861678,57,65,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
284.1868630385488,284.44228253968254,57,81,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
283.9069396825397,284.1868630385488,57,75,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2
282.81560181405894,283.0478013605442,57,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1
282.38603265306125,282.72272199546484,60,71,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.7113700680272,281.8971297052154,85,42,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
281.7113700680272,282.0596693877551,57,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.4327306122449,281.59527029478454,55,52,2,2,0,2,2,2,2,2,2,2,2,2,2,2
281.16570113378685,281.3282408163265,57,40,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
280.85223174603175,281.13087120181405,55,62,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
280.643252154195,280.8406217687075,57,79,0,0,0,0,1,1,1,1,1,1,1,1,0,0,-1,-1,-1
280.3413927437642,280.59681224489793,55,59,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
280.0498594104309,280.2833428571428,57,80,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-2
279.80604988662134,280.0498594104309,57,78,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.51580045351477,279.80604988662134,57,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278.44768253968255,278.5870022675737,57,64,1,1,1,1,1,1,1,1,1,1,1,1
277.8775097505669,278.08648934240364,55,76,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1
277.57565034013606,277.8775097505669,55,91,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277.2389609977324,277.40150068027214,56,61,-1,0,0,0,0,0,1,1,1,1,1,1,2,2
276.867441723356,277.00676145124714,56,67,2,2,2,2,2,2,1,1,1,1,1,2
276.6816820861678,276.867441723356,56,56,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,2,2,2,2
276.5191424036281,276.6816820861678,55,75,2,2,2,2,2,2,2,2,2,2,2,2,2,2
276.22889297052154,276.426262585034,57,45,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
276.0302394557823,276.22889297052154,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275.7399900226757,275.9025297052154,72,51,2,2,2,1,1,1,1,2,1,1,1,1,1,1
275.7399900226757,275.9257496598639,60,73,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0
275.7167700680272,275.91413968253966,57,73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274.9040716553288,275.0550013605442,60,70,1,1,1,1,1,1,1,1,1,1,1,1,1
274.0668693877551,274.207473015873,60,31,2,2,2,2,2,2,2,2,2,2,2,1,1
273.26578095238096,273.5676403628118,55,75,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272.99875147392294,273.2309510204082,57,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
272.429862585034,272.604012244898,57,48,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
272.20927301587307,272.3718126984127,55,76,2,1,1,1,1,1,1,1,2,2,2,2,2,2
271.8829097505669,272.0686693877551,57,47,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
271.6158802721089,271.7552,57,41,1,1,0,0,0,0,0,0,0,0,0,0
271.3836807256236,271.59266031746034,60,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
271.32563083900226,271.49978049886624,57,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
271.09343129251704,271.32563083900226,57,72,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.8147918367347,271.09343129251704,57,49,3,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
270.5361523809524,270.7451319727891,60,68,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
268.8978616780045,269.19972108843535,55,83,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2
268.07226938775506,268.2244829931973,57,49,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
267.80523990929703,267.9445596371882,55,44,1,1,0,0,0,0,0,0,0,1,1,1
267.5498204081632,267.75879999999995,57,80,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267.0273714285714,267.2247410430839,60,70,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,-1
267.01576145124716,267.1899111111111,72,58,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1
266.9577115646258,267.1550811791383,57,82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
266.70229206349205,266.9577115646258,57,85,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
266.52814240362807,266.70229206349205,57,70,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
266.214673015873,266.3772126984127,59,80,2,2,2,2,2,2,2,2,1,1,1,1,0,0
265.9927995464853,266.1437292517007,61,31,-1,0,1,3,4,4,4,4,4,3,3,0,0
264.86663174603177,265.0756113378685,57,62,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
264.5879922902495,264.86663174603177,55,67,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1
264.36740272108847,264.5763823129252,56,38,3,3,2,2,2,2,2,2,3,3,3,3,0,0,0,0,-1,-1
263.982989569161,264.25130294784583,55,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
263.48376054421766,263.6695201814059,55,52,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0
263.1935111111111,263.33283083900227,57,60,1,2,2,2,2,2,2,2,2,1,0,0
262.92648163265306,263.15868117913834,55,61,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
262.89165170068026,263.03097142857143,57,43,0,1,1,1,1,1,1,2,2,2,2,2
262.65945215419504,262.8568217687075,60,79,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
262.65945215419504,262.8219918367347,57,71,0,0,0,0,0,1,1,1,1,1,1,0,0,0
262.34598276643993,262.65945215419504,60,60,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2
262.08927936507934,262.2298829931973,57,51,0,0,0,0,0,0,0,1,1,1,1,1,0
261.8338598639456,261.98478956916097,60,70,2,2,2,2,1,1,1,1,1,0,0,0,0
261.543610430839,261.8338598639456,60,54,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,6,3,3,3,3,3,3,2
260.3129528344671,260.90506167800453,53,78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259.9633696145125,260.3129528344671,53,63,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.4177006802721,259.61507029478463,53,60,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258.81398185941043,259.3364308390023,53,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
258.5585623582767,258.81398185941043,53,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258.30314285714286,258.5585623582767,55,91,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
258.0580494331066,258.30314285714286,55,62,2,2,2,2,2,2,2,1,0,0,0,0,0,2,2,2,2,0,2,2,2,2
257.03637142857144,257.28018095238093,55,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
256.5487523809524,256.71129206349207,56,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255.92052970521542,256.5139224489796,55,84,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1
255.0730013605442,255.21232108843537,57,67,1,1,1,1,1,1,1,1,1,1,1,2
254.20096916099774,254.71309206349207,57,55,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
253.91071972789115,254.13130929705216,60,81,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,-1,-1
253.75979002267573,253.91071972789115,60,94,1,1,1,2,2,2,2,1,0,0,0,0,0
253.6088603174603,253.75979002267573,60,79,3,3,3,3,3,2,1,1,1,1,1,1,1
253.3882707482993,253.6088603174603,61,46,0,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,3,3,3
251.76159002267573,252.10988934240365,53,61,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
251.22753106575965,251.76159002267573,53,86,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0
250.65864217687076,250.87923174603176,53,67,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1
250.15812925170067,250.44966258503402,53,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
249.58924036281178,249.8330498866213,55,90,2,2,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
249.32221088435372,249.58924036281178,55,62,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,2,2,2,2,2
247.9045097505669,248.04382947845806,56,70,1,1,1,1,1,1,1,1,1,1,1,1
247.32401088435375,247.84645986394557,55,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
246.99893151927438,247.32401088435375,55,92,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246.3358789115646,246.51131247165534,57,59,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,0,0,0
246.17333922902492,246.4300426303855,60,46,1,1,1,1,1,1,1,1,1,-1,0,1,2,2,2,2,2,1,1,1,1,1,1
245.7669900226757,246.04562947845804,57,82,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3
245.4303006802721,245.7669900226757,57,67,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2
245.18649115646258,245.32581088435373,72,59,2,2,1,1,1,1,1,1,1,1,1,1
245.18649115646258,245.39547074829932,60,80,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
244.94268163265303,245.18649115646258,60,55,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
244.19835918367346,244.34928888888888,65,51,1,1,1,1,2,2,1,1,1,1,1,1,1
244.17513922902495,244.37379274376417,57,53,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0
244.03581950113377,244.17513922902495,58,82,1,1,1,1,1,1,1,1,0,0,0,0
243.31600090702946,243.51337052154196,59,38,3,3,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2
243.22312108843536,243.4321006802721,53,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
243.0257514739229,243.22312108843536,53,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242.94448163265307,243.08380136054421,58,60,2,2,2,1,1,1,1,1,1,1,1,1
242.75872199546484,243.0257514739229,53,97,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242.5497424036281,242.75872199546484,53,81,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
242.07244943310658,242.26981904761905,53,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241.6312702947846,242.07244943310658,53,69,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
241.48034058956918,241.6312702947846,53,73,2,2,1,1,1,1,1,1,1,1,1,1,1
241.1552612244898,241.48034058956918,53,53,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1
240.87662176870748,241.08560136054422,55,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240.63281224489796,240.87662176870748,55,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240.2832290249433,240.59798231292518,56,72,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,2,2,2,0,-1,-1
239.0293514739229,239.1918911564626,48,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1
238.51851247165533,239.00613151927436,55,62,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
238.2618090702948,238.51851247165533,55,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
238.08765941043083,238.2618090702948,55,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237.2865709750567,237.51877052154197,60,40,2,2,2,-6,-6,-6,-6,1,1,1,1,1,1,0,0,0,0,0,0,0
236.75251201814058,237.24013106575964,57,47,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1
236.52031247165533,236.65963219954648,60,68,1,1,1,1,1,1,1,1,1,1,1,1
236.228779138322,236.52031247165533,60,77,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
236.01979954648527,236.228779138322,61,51,-1,0,0,1,2,2,2,3,2,2,2,1,1,1,1,0,0,0
234.46406258503401,234.6614321995465,53,62,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
234.33506893424035,234.46406258503401,53,54,1,1,1,1,1,1,1,-2,-2,-1,-1,-1
234.23057913832199,234.36989886621316,58,43,2,2,2,2,2,1,1,1,1,1,1,1
233.77779002267573,233.96354965986393,53,71,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0
233.2553410430839,233.58042040816326,53,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.7212820861678,233.2553410430839,53,55,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1
232.54713242630385,232.7212820861678,53,81,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2
232.3600888888889,232.54713242630385,53,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.11627936507938,232.2672090702948,55,75,1,1,1,1,1,1,1,1,1,1,1,1,1
231.81441995464854,232.11627936507938,55,62,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230.33866893424036,230.46766258503402,47,36,0,0,0,0,0,3,3,3,3,3,1,1
229.51436054421768,230.04841950113376,55,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
229.0964013605442,229.43309070294782,56,36,0,0,0,-1,-1,-1,-1,-1,-1,0,0,1,1,1,2,3,3,3,2,2,2,2,0,0,0,-1,-1,-1,-1
228.84098185941042,229.02674149659862,57,43,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228.31724897959185,228.49268253968253,57,67,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
228.015389569161,228.31724897959185,57,68,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
227.7367501133787,227.96894965986394,60,86,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
227.4813306122449,227.7367501133787,60,51,2,2,2,2,2,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2
227.28396099773244,227.42328072562358,62,57,0,0,1,2,2,2,2,2,1,1,1,1
225.99396961451248,226.20294920634922,60,37,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0
225.63406031746032,225.85464988662133,57,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
225.37864081632654,225.5179605442177,60,72,1,1,1,1,1,1,1,1,1,1,1,1
225.28576099773244,225.63406031746032,57,66,0,0,0,2,2,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,1,1,2,2,1
225.10000136054424,225.28576099773244,57,86,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0
224.7633120181406,225.10000136054424,57,83,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
224.44855873015874,224.62399229024945,60,40,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0
224.1699192743764,224.32084897959183,60,78,1,1,1,1,1,1,1,1,1,1,1,1,1
224.00737959183672,224.1699192743764,61,50,0,0,2,2,2,2,2,2,2,2,2,1,1,1
223.60103038548752,223.81000997732426,57,77,2,2,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0
223.36883083900227,223.577810430839,60,81,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,-1
223.07858140589568,223.21790113378685,60,67,3,2,1,1,1,1,1,2,2,2,2,1
221.73054013605443,221.88146984126985,60,44,1,1,1,1,1,1,1,1,1,0,0,0,0
221.4519006802721,221.59122040816328,58,74,2,2,2,2,2,2,2,2,2,2,2,2
221.2080911564626,221.4519006802721,58,46,-2,1,1,1,-3,-3,-3,-3,-3,-3,-2,-2,-1,-1,-1,-1,0,0,0,0,2
220.72047210884355,221.0803814058957,57,76,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
220.58115238095237,220.72047210884355,57,86,3,3,1,1,2,2,2,2,2,2,2,2
220.4289387755102,220.58115238095237,57,79,2,2,2,1,1,1,1,1,1,1,1,1,1,1
220.3941088435374,220.56954240362813,60,38,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
220.1154693877551,220.32444897959184,60,77,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
219.83682993197277,220.1154693877551,60,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2
219.56980045351472,219.79039002267572,61,37,-1,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,0,0
219.2331111111111,219.43048072562357,57,53,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219.00091156462585,219.22150113378683,60,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
218.98930158730158,219.140231292517,72,70,1,1,1,1,1,1,1,1,1,1,1,1,1
